Family,Source,Filename,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF03028,Clustal,RF03028_clustal.fasta,0.469987,0.231162,0.298851,0.070977,0.782123,0.788034,0.655133,0.363315,290
RF03029,Clustal,RF03029_clustal.fasta,0.816667,0.117778,0.065556,0.596997,0.804057,0.971644,0.837262,0.725278,100
RF03030,Clustal,RF03030_clustal.fasta,0.773140,0.193285,0.033575,0.401862,-0.177187,0.945187,0.673130,0.686832,58
RF03031,Clustal,RF03031_clustal.fasta,0.743935,0.197574,0.058491,0.210073,0.170366,0.901948,0.711695,0.645576,51
RF03032,Clustal,RF03032_clustal.fasta,0.638963,0.194434,0.166603,0.120054,0.439053,0.886149,0.682584,0.554919,86
RF03033,Clustal,RF03033_clustal.fasta,0.657882,0.136941,0.205176,0.507390,0.780857,0.906710,0.754744,0.552882,125
RF03034,Clustal,RF03034_clustal.fasta,0.659726,0.173425,0.166849,0.255490,0.409995,0.899366,0.627785,0.561842,100
RF03035,Clustal,RF03035_clustal.fasta,0.826087,0.144928,0.028986,0.558233,0.612372,0.966229,0.745985,0.719565,138
RF03036,Clustal,RF03036_clustal.fasta,0.752632,0.199298,0.048070,0.290914,0.382495,0.934803,0.678165,0.651323,75
RF03037,Clustal,RF03037_clustal.fasta,0.445895,0.202421,0.351685,0.058168,0.678133,0.742548,0.650551,0.327840,343
RF03038,Clustal,RF03038_clustal.fasta,0.630342,0.118056,0.251603,0.463112,0.790323,0.953012,0.801724,0.543234,117
RF03039,Clustal,RF03039_clustal.fasta,0.616386,0.233595,0.150019,0.080642,0.488381,0.844144,0.600983,0.511101,99
RF03040,Clustal,RF03040_clustal.fasta,0.746975,0.167767,0.085259,0.347170,0.680532,0.894027,0.720556,0.641558,101
RF03041,Clustal,RF03041_clustal.fasta,0.739394,0.186970,0.073636,0.317349,0.699035,0.921624,0.663514,0.637201,150
RF03042,Clustal,RF03042_clustal.fasta,0.835478,0.116728,0.047794,0.588743,0.709991,0.957237,0.752568,0.768636,64
RF03043,Clustal,RF03043_clustal.fasta,0.801667,0.163333,0.035000,0.465243,0.766945,0.971282,0.752941,0.717895,120
RF03044,Clustal,RF03044_clustal.fasta,0.531425,0.210188,0.258387,-0.034142,0.515259,0.786875,0.594942,0.398624,109
RF03045,Clustal,RF03045_clustal.fasta,0.752787,0.190287,0.056927,0.319987,0.327044,0.907968,0.690304,0.652919,157
RF03046,Clustal,RF03046_clustal.fasta,0.545470,0.229612,0.224917,0.120448,0.736383,0.806063,0.627708,0.419861,213
RF03047,Clustal,RF03047_clustal.fasta,0.730661,0.180028,0.089311,0.314067,0.574709,0.920591,0.701567,0.620832,79
RF03048,Clustal,RF03048_clustal.fasta,0.855026,0.118519,0.026455,0.644426,1.000000,0.974143,0.785256,0.781746,105
RF03049,Clustal,RF03049_clustal.fasta,0.588348,0.120999,0.290653,0.461672,0.912365,0.912253,0.796583,0.451375,142
RF03050,Clustal,RF03050_clustal.fasta,0.635177,0.167435,0.197389,0.372771,0.731168,0.842467,0.655738,0.519201,62
RF03051,Clustal,RF03051_clustal.fasta,0.805060,0.119048,0.075893,0.612859,1.000000,0.919663,0.748494,0.713010,84
RF03052,Clustal,RF03052_clustal.fasta,0.522523,0.239004,0.238474,0.028841,0.588746,0.735521,0.614011,0.422212,111
RF03053,Clustal,RF03053_clustal.fasta,0.710370,0.130636,0.158994,0.535248,0.811817,0.937651,0.759332,0.599803,196
RF03054,Clustal,RF03054_clustal.fasta,0.385337,0.203604,0.411059,-0.183513,0.745692,0.888783,0.801123,0.327589,101
RF03055,Clustal,RF03055_clustal.fasta,0.681592,0.203528,0.114880,0.320510,0.552972,0.905051,0.645087,0.601312,67
RF03056,Clustal,RF03056_clustal.fasta,0.785714,0.175137,0.039148,0.538148,0.845542,0.869812,0.716667,0.732143,91
RF03057,Clustal,RF03057_clustal.fasta,0.429270,0.203090,0.367640,-0.025364,0.507973,0.748379,0.678284,0.339434,88
RF03058,Clustal,RF03058_clustal.fasta,0.738746,0.135897,0.125356,0.391080,0.629201,0.922444,0.760995,0.653798,65
RF03059,Clustal,RF03059_clustal.fasta,0.809314,0.129902,0.060784,0.474457,-0.029394,0.944227,0.712250,0.737280,51
RF03060,Clustal,RF03060_clustal.fasta,0.668518,0.196238,0.135244,0.287926,0.544748,0.885244,0.612023,0.596826,55
RF03061,Clustal,RF03061_clustal.fasta,0.814186,0.153180,0.032634,0.514620,0.578913,0.972469,0.737710,0.746420,91
RF03062,Clustal,RF03062_clustal.fasta,0.643709,0.117647,0.238644,0.471957,0.692634,0.916852,0.742439,0.557581,170
RF03063,Clustal,RF03063_clustal.fasta,0.769374,0.157895,0.072731,0.395619,0.258040,0.928817,0.697368,0.688590,127
RF03064,Clustal,RF03064_clustal.fasta,0.340404,0.142902,0.516694,0.158434,0.585437,0.706038,0.675255,0.269373,145
RF03065,Clustal,RF03065_clustal.fasta,0.463015,0.167031,0.369954,0.137762,0.742175,0.824774,0.703793,0.358828,341
RF03066,Clustal,RF03066_clustal.fasta,0.716297,0.185919,0.097784,0.375971,0.667325,0.918065,0.686244,0.615475,130
RF03067,Clustal,RF03067_clustal.fasta,0.404380,0.175435,0.420185,0.123146,0.660135,0.837534,0.731418,0.332949,103
RF03068,Clustal,RF03068_clustal.fasta,0.504880,0.157762,0.337359,0.155417,0.593142,0.892882,0.681866,0.415810,228
RF03069,Clustal,RF03069_clustal.fasta,0.355478,0.173208,0.471314,0.139112,0.587383,0.785378,0.698193,0.286398,340
RF03070,Clustal,RF03070_clustal.fasta,0.643750,0.163942,0.192308,0.231395,0.195046,0.866727,0.615222,0.527639,60
RF03071,Clustal,RF03071_clustal.fasta,0.516753,0.197797,0.285450,0.017808,0.433570,0.783692,0.672640,0.414494,74
RF03072,Clustal,RF03072_clustal.fasta,0.317925,0.111768,0.570307,0.085316,0.752331,0.830009,0.788132,0.250392,501
RF03073,Clustal,RF03073_clustal.fasta,0.748551,0.109783,0.141667,0.595774,0.807102,0.917709,0.772379,0.656621,120
RF03074,Clustal,RF03074_clustal.fasta,0.473818,0.253740,0.272442,-0.082792,0.258914,0.649302,0.490956,0.373499,128
RF03075,Clustal,RF03075_clustal.fasta,0.453942,0.199889,0.346170,-0.050651,0.555517,0.779049,0.684961,0.362770,103
RF03076,Clustal,RF03076_clustal.fasta,0.608747,0.180342,0.210911,0.183510,0.736953,0.893885,0.715190,0.510590,159
RF03077,Clustal,RF03077_clustal.fasta,0.281294,0.154419,0.564287,0.006198,0.742564,0.676239,0.756585,0.192896,501
RF03078,Clustal,RF03078_clustal.fasta,0.465243,0.172407,0.362350,0.174723,0.518638,0.774162,0.657708,0.384383,127
RF03079,Clustal,RF03079_clustal.fasta,0.444521,0.187690,0.367789,0.058758,0.809030,0.792835,0.703419,0.320947,1239
RF03080,Clustal,RF03080_clustal.fasta,0.597342,0.233118,0.169540,0.135304,0.678972,0.828483,0.642210,0.488941,116
RF03081,Clustal,RF03081_clustal.fasta,0.740619,0.192972,0.066409,0.215346,0.438930,0.903823,0.669384,0.631328,73
RF03082,Clustal,RF03082_clustal.fasta,0.470701,0.233382,0.295916,-0.005446,0.615884,0.752766,0.608343,0.351967,127
RF03083,Clustal,RF03083_clustal.fasta,0.679276,0.180099,0.140625,0.345368,0.896880,0.898169,0.735099,0.536184,152
RF03084,Clustal,RF03084_clustal.fasta,0.664141,0.196338,0.139520,0.238764,0.496718,0.862020,0.626761,0.539141,72
RF03085,Clustal,RF03085_clustal.fasta,0.745064,0.157762,0.097174,0.329593,0.487375,0.936106,0.684524,0.661646,41
RF03086,Clustal,RF03086_clustal.fasta,0.315216,0.122583,0.562201,0.071985,0.596504,0.708937,0.765149,0.256337,118
RF03087,Clustal,RF03087_clustal.fasta,0.294126,0.201987,0.503886,-0.177239,0.600500,0.613783,0.648432,0.193182,1173
RF03088,Clustal,RF03088_clustal.fasta,0.811621,0.155352,0.033028,0.532916,1.000000,0.973811,0.768519,0.739886,109
RF03089,Clustal,RF03089_clustal.fasta,0.791026,0.188034,0.020940,0.372167,1.000000,0.960379,0.700645,0.695910,156
RF03090,Clustal,RF03090_clustal.fasta,0.762994,0.143769,0.093237,0.463748,0.863568,0.956576,0.769841,0.673935,235
RF03091,Clustal,RF03091_clustal.fasta,0.859278,0.135741,0.004981,0.634631,0.000000,0.981263,0.795455,0.804732,73
RF03092,Clustal,RF03092_clustal.fasta,0.854167,0.117560,0.028274,0.622617,0.683130,0.953350,0.740854,0.798016,42
RF03093,Clustal,RF03093_clustal.fasta,0.723958,0.154514,0.121528,0.471591,0.920256,0.894105,0.732394,0.598214,72
RF03094,Clustal,RF03094_clustal.fasta,0.800282,0.102254,0.097465,0.630448,0.644216,0.943930,0.742979,0.731033,142
RF03095,Clustal,RF03095_clustal.fasta,0.783712,0.130841,0.085447,0.647363,1.000000,0.973038,0.769542,0.706275,107
RF03096,Clustal,RF03096_clustal.fasta,0.751634,0.168152,0.080214,0.411735,0.689138,0.955905,0.739833,0.628402,153
RF03097,Clustal,RF03097_clustal.fasta,0.589952,0.138995,0.271053,0.411278,0.753313,0.932445,0.788749,0.514833,110
RF03098,Clustal,RF03098_clustal.fasta,0.717006,0.074857,0.208138,0.712282,0.890244,0.927614,0.817086,0.620915,213
RF03099,Clustal,RF03099_clustal.fasta,0.821678,0.119755,0.058566,0.592514,0.642250,0.954846,0.754634,0.744580,104
RF03100,Clustal,RF03100_clustal.fasta,0.745788,0.194872,0.059341,0.381501,0.455436,0.928281,0.662222,0.646782,91
RF03101,Clustal,RF03101_clustal.fasta,0.887363,0.078297,0.034341,0.728145,-0.731925,0.965202,0.824476,0.834560,56
RF03102,Clustal,RF03102_clustal.fasta,0.826772,0.107987,0.065242,0.670673,0.955049,0.986009,0.798186,0.748031,127
RF03103,Clustal,RF03103_clustal.fasta,0.755482,0.164839,0.079678,0.461949,0.841698,0.948309,0.768437,0.663933,114
RF03104,Clustal,RF03104_clustal.fasta,0.745678,0.111920,0.142402,0.620108,0.981522,0.935116,0.842491,0.639882,157
RF03105,Clustal,RF03105_clustal.fasta,0.795547,0.159630,0.044824,0.461208,0.877775,0.951532,0.807984,0.706420,133
RF03107,Clustal,RF03107_clustal.fasta,0.808929,0.164286,0.026786,0.641545,1.000000,0.817059,0.795495,0.765873,112
RF03108,Clustal,RF03108_clustal.fasta,0.692015,0.123574,0.184411,0.564386,0.889291,0.925247,0.790076,0.594481,263
RF03109,Clustal,RF03109_clustal.fasta,0.808813,0.064974,0.126214,0.721212,0.817526,0.964580,0.861237,0.745955,103
RF03110,Clustal,RF03110_clustal.fasta,0.668259,0.116523,0.215218,0.538324,0.945435,0.909135,0.796722,0.492657,349
RF03111,Clustal,RF03111_clustal.fasta,0.696503,0.124476,0.179021,0.483449,0.833712,0.937643,0.798295,0.603636,65
RF03112,Clustal,RF03112_clustal.fasta,0.737443,0.145140,0.117417,0.423889,0.663105,0.935601,0.695238,0.646543,146
RF03113,Clustal,RF03113_clustal.fasta,0.717213,0.173497,0.109290,0.438395,0.833339,0.901679,0.716253,0.575956,122
RF03114,Clustal,RF03114_clustal.fasta,0.916364,0.061818,0.021818,0.788337,1.000000,0.984229,0.908257,0.856364,110
RF03115,Clustal,RF03115_clustal.fasta,0.637597,0.148148,0.214255,0.415802,0.769209,0.910299,0.753749,0.544266,108
RF03116,Clustal,RF03116_clustal.fasta,0.506881,0.220993,0.272126,0.158811,0.850474,0.791987,0.668289,0.369013,436
RF03117,Clustal,RF03117_clustal.fasta,0.482466,0.234021,0.283512,0.075477,0.821150,0.737412,0.653863,0.318404,416
RF03119,Clustal,RF03119_clustal.fasta,0.559125,0.222998,0.217877,0.212388,0.887320,0.694029,0.636788,0.354190,358
RF03120,Clustal,RF03120_clustal.fasta,0.934369,0.031540,0.034091,0.869308,0.805227,0.987266,0.919730,0.903810,308
RF03121,Clustal,RF03121_clustal.fasta,0.433143,0.197979,0.368878,0.231612,0.842602,0.801186,0.711206,0.310054,454
RF03122,Clustal,RF03122_clustal.fasta,0.503075,0.213235,0.283690,0.169467,0.851647,0.784833,0.683907,0.360645,440
RF03124,Clustal,RF03124_clustal.fasta,0.533199,0.148139,0.318662,0.462099,0.925130,0.882455,0.761905,0.358400,568
RF03125,Clustal,RF03125_clustal.fasta,0.910849,0.016575,0.072577,0.938210,0.940388,0.996392,0.966255,0.875138,362
RF03126,Clustal,RF03126_clustal.fasta,0.445378,0.143802,0.410820,0.129434,0.651566,0.887696,0.754948,0.356625,116
RF03127,Clustal,RF03127_clustal.fasta,0.556946,0.197595,0.245459,0.110472,0.216166,0.786702,0.590964,0.462461,100
RF03128,Clustal,RF03128_clustal.fasta,0.662333,0.167667,0.170000,0.196202,0.494983,0.902805,0.692650,0.584243,40
RF03129,Clustal,RF03129_clustal.fasta,0.380713,0.142805,0.476482,-0.111127,0.813996,0.909956,0.795484,0.293173,146
RF03130,Clustal,RF03130_clustal.fasta,0.660366,0.099806,0.239828,0.355915,0.563297,0.806452,0.765674,0.616167,37
RF03131,Clustal,RF03131_clustal.fasta,0.868016,0.061117,0.070866,0.728979,0.146912,0.962963,0.763585,0.828187,28
RF03132,Clustal,RF03132_clustal.fasta,0.514621,0.132409,0.352969,0.184713,0.614510,0.813693,0.738857,0.428582,87
RF03133,Clustal,RF03133_clustal.fasta,0.584833,0.171226,0.243940,0.365196,0.595085,0.858151,0.618904,0.511673,85
RF03134,Clustal,RF03134_clustal.fasta,0.639478,0.164039,0.196483,0.326023,0.541068,0.840133,0.657782,0.532444,97
RF03135,Clustal,RF03135_clustal.fasta,0.566119,0.210564,0.223317,0.035032,0.575970,0.831533,0.627879,0.446771,122
RF03136,Clustal,RF03136_clustal.fasta,0.493701,0.106526,0.399773,0.196294,0.702498,0.947594,0.830428,0.417812,146
RF03137,Clustal,RF03137_clustal.fasta,0.444789,0.115563,0.439648,0.364470,0.685146,0.852486,0.770284,0.383295,142
RF03138,Clustal,RF03138_clustal.fasta,0.822753,0.128850,0.048397,0.496032,0.062017,0.972222,0.712102,0.751526,37
RF03139,Clustal,RF03139_clustal.fasta,0.366407,0.095469,0.538124,0.408851,0.751742,0.753406,0.789357,0.291546,77
RF03140,Clustal,RF03140_clustal.fasta,0.225963,0.118844,0.655193,0.023328,0.826210,0.744695,0.828497,0.139353,181
RF03141,Clustal,RF03141_clustal.fasta,0.632480,0.103723,0.263797,0.331052,0.532666,0.839371,0.759001,0.536960,47
RF03142,Clustal,RF03142_clustal.fasta,0.283513,0.123398,0.593089,-0.037353,0.648218,0.743856,0.764701,0.199844,175
RF03143,Clustal,RF03143_clustal.fasta,0.406079,0.104849,0.489072,0.161270,0.656288,0.906803,0.789516,0.334217,133
RF03144,Clustal,RF03144_clustal.fasta,0.164648,0.086241,0.749112,-0.164672,0.778919,0.642788,0.869249,0.087529,231
RF03145,Clustal,RF03145_clustal.fasta,0.560606,0.143357,0.296037,0.514639,0.933088,0.895616,0.778246,0.446687,286
RF03146,Clustal,RF03146_clustal.fasta,0.639528,0.186887,0.173585,0.211668,0.757075,0.908641,0.684650,0.514126,200
RF03147,Clustal,RF03147_clustal.fasta,0.662494,0.159267,0.178240,0.336881,0.532303,0.865789,0.666384,0.570200,104
RF03148,Clustal,RF03148_clustal.fasta,0.693985,0.176692,0.129323,0.331812,0.802500,0.882710,0.708333,0.553718,133
RF03149,Clustal,RF03149_clustal.fasta,0.858333,0.074020,0.067647,0.710547,0.631065,0.954290,0.837302,0.803495,85
RF03150,Clustal,RF03150_clustal.fasta,0.637917,0.219432,0.142651,0.255050,0.773218,0.829582,0.651941,0.502644,347
RF03151,Clustal,RF03151_clustal.fasta,0.665082,0.246327,0.088591,0.081149,0.600515,0.896749,0.647290,0.550735,89
RF03152,Clustal,RF03152_clustal.fasta,0.450446,0.123661,0.425893,0.466338,0.907419,0.833934,0.776529,0.333274,140
RF03153,Clustal,RF03153_clustal.fasta,0.805674,0.130969,0.063357,0.510503,0.571534,0.954564,0.756190,0.714421,141
RF03154,Clustal,RF03154_clustal.fasta,0.616531,0.279133,0.104336,0.066719,0.753359,0.846795,0.558299,0.449187,82
RF03155,Clustal,RF03155_clustal.fasta,0.549821,0.109286,0.340893,0.443511,0.855931,0.906138,0.814968,0.426138,200
RF03156,Clustal,RF03156_clustal.fasta,0.380565,0.110468,0.508968,0.091574,0.552897,0.784493,0.723787,0.297176,66
RF03157,Clustal,RF03157_clustal.fasta,0.462299,0.143937,0.393764,0.051890,0.563921,0.894560,0.760356,0.391533,89
RF03158,Clustal,RF03158_clustal.fasta,0.341660,0.123957,0.534383,-0.143957,0.614631,0.871558,0.820828,0.285198,106
RF03159,Clustal,RF03159_clustal.fasta,0.561248,0.149307,0.289445,0.404411,0.751790,0.831454,0.711812,0.458043,295
RF03160,Clustal,RF03160_clustal.fasta,0.242388,0.066367,0.691244,0.035902,0.663657,0.806361,0.839435,0.177994,218
RF03161,Clustal,RF03161_clustal.fasta,0.446417,0.126243,0.427340,0.094683,0.535029,0.824956,0.669809,0.375569,109
RF03162,Clustal,RF03162_clustal.fasta,0.555990,0.211589,0.232422,0.065092,0.606251,0.806926,0.620079,0.416605,128
RF03163,Clustal,RF03163_clustal.fasta,0.639394,0.242641,0.117965,0.054035,0.179321,0.879728,0.550297,0.528401,60
RF03164,Clustal,RF03164_clustal.fasta,0.589528,0.152553,0.257919,0.339017,0.751986,0.850828,0.705997,0.465956,119
RF03165,Clustal,RF03165_clustal.fasta,0.668398,0.257576,0.074026,0.139765,0.034098,0.854559,0.574561,0.565965,77
RF03166,Clustal,RF03166_clustal.fasta,0.606571,0.150801,0.242628,0.387629,0.819734,0.913903,0.767461,0.526679,240
RF03167,Clustal,RF03167_clustal.fasta,0.335057,0.176580,0.488362,0.009426,0.816675,0.800396,0.728468,0.214383,174
RF03168,Clustal,RF03168_clustal.fasta,0.639216,0.298039,0.062745,0.064324,0.845430,0.797853,0.599206,0.466667,85
RF03169,Clustal,RF03169_clustal.fasta,0.370217,0.195966,0.433817,-0.230470,0.572863,0.750632,0.643936,0.275182,163
RF03170,Clustal,RF03170_clustal.fasta,0.549442,0.238437,0.212121,0.065159,0.728258,0.830231,0.680880,0.446056,114
RF03175,Clustal,RF03175_clustal.fasta,0.912752,0.062320,0.024928,0.798400,0.911374,0.991029,0.873552,0.860339,149
RF03184,Clustal,RF03184_clustal.fasta,0.980769,0.019231,0.000000,0.944225,0.000000,1.000000,0.961165,0.967308,104
RF03186,Clustal,RF03186_clustal.fasta,0.878968,0.109127,0.011905,0.680000,1.000000,0.993303,0.841046,0.804894,72
RF03189,Clustal,RF03189_clustal.fasta,0.710956,0.209790,0.079254,0.277132,0.674808,0.893111,0.675325,0.599767,78
RF03193,Clustal,RF03193_clustal.fasta,0.755952,0.175595,0.068452,0.490264,0.969811,0.844357,0.719880,0.607143,84
RF03198,Clustal,RF03198_clustal.fasta,0.846561,0.132275,0.021164,0.578124,1.000000,0.942284,0.728495,0.754497,63
RF03199,Clustal,RF03199_clustal.fasta,0.948718,0.025641,0.025641,0.923401,1.000000,0.987981,0.944805,0.903846,78
RF03212,Clustal,RF03212_clustal.fasta,0.769388,0.134694,0.095918,0.549104,0.935395,0.928064,0.800000,0.651020,98
RF03214,Clustal,RF03214_clustal.fasta,0.896605,0.055556,0.047840,0.805328,0.952367,0.978469,0.893750,0.825397,81
RF03218,Clustal,RF03218_clustal.fasta,0.802632,0.175439,0.021930,0.542598,1.000000,0.896238,0.772321,0.678363,57
RF03229,Clustal,RF03229_clustal.fasta,0.964286,0.022727,0.012987,0.935924,1.000000,0.987338,0.947368,0.935065,77
RF03242,Clustal,RF03242_clustal.fasta,0.959524,0.040476,0.000000,0.879318,0.000000,0.994373,0.927711,0.932143,84
RF03249,Clustal,RF03249_clustal.fasta,0.945882,0.030588,0.023529,0.895667,1.000000,0.988670,0.921429,0.902353,85
RF03251,Clustal,RF03251_clustal.fasta,0.956098,0.007317,0.036585,0.972498,1.000000,1.000000,0.982716,0.913415,82
RF03254,Clustal,RF03254_clustal.fasta,0.982353,0.014706,0.002941,0.946917,0.000000,1.000000,0.967164,0.964706,68
RF03255,Clustal,RF03255_clustal.fasta,0.806962,0.123418,0.069620,0.608233,0.905009,0.932373,0.785256,0.701175,79
RF03256,Clustal,RF03256_clustal.fasta,0.996711,0.000000,0.003289,1.000000,0.000000,1.000000,0.996667,0.993421,76
RF03258,Clustal,RF03258_clustal.fasta,0.985597,0.014403,0.000000,0.960681,0.000000,1.000000,0.970833,0.979798,81
RF03271,Clustal,RF03271_clustal.fasta,0.923986,0.021959,0.054054,0.926023,1.000000,0.986651,0.953767,0.869208,74
RF03278,Clustal,RF03278_clustal.fasta,0.716176,0.227941,0.055882,0.289428,0.878965,0.813208,0.669643,0.596639,85
RF03279,Clustal,RF03279_clustal.fasta,0.953361,0.037037,0.009602,0.867372,0.887146,1.000000,0.923611,0.917353,81
RF03280,Clustal,RF03280_clustal.fasta,0.915254,0.072034,0.012712,0.768319,0.000000,0.984918,0.870690,0.841808,59
RF03283,Clustal,RF03283_clustal.fasta,0.911290,0.029570,0.059140,0.899439,1.000000,0.979986,0.940217,0.829749,93
RF03292,Clustal,RF03292_clustal.fasta,0.917857,0.021429,0.060714,0.922050,0.969174,0.994109,0.945750,0.848810,80
RF03296,Clustal,RF03296_clustal.fasta,0.864286,0.121429,0.014286,0.651377,0.684530,0.924399,0.832734,0.772619,140
RF03297,Clustal,RF03297_clustal.fasta,0.890244,0.100000,0.009756,0.727318,0.000000,0.982041,0.819753,0.826829,82
RF03299,Clustal,RF03299_clustal.fasta,0.728335,0.179163,0.092502,0.343762,0.846883,0.927698,0.769231,0.624959,79
RF03301,Clustal,RF03301_clustal.fasta,0.957364,0.023256,0.019380,0.916302,0.908114,0.994496,0.939216,0.920930,86
RF03310,Clustal,RF03310_clustal.fasta,0.904372,0.079235,0.016393,0.760643,0.000000,0.949501,0.866667,0.851366,61
RF03311,Clustal,RF03311_clustal.fasta,0.718504,0.138780,0.142717,0.500145,0.731340,0.900277,0.755952,0.601519,127
RF03313,Clustal,RF03313_clustal.fasta,0.966777,0.028239,0.004983,0.902060,1.000000,1.000000,0.946218,0.939646,86
RF03319,Clustal,RF03319_clustal.fasta,0.465549,0.137803,0.396648,0.418948,0.948355,0.885690,0.820225,0.309745,179
RF03321,Clustal,RF03321_clustal.fasta,0.932692,0.022436,0.044872,0.933802,1.000000,0.987626,0.967532,0.871795,78
RF03323,Clustal,RF03323_clustal.fasta,0.968023,0.005814,0.026163,0.988372,1.000000,0.994496,0.985294,0.939922,86
RF03325,Clustal,RF03325_clustal.fasta,0.860390,0.133117,0.006494,0.661732,0.000000,0.897217,0.759868,0.777056,77
RF03326,Clustal,RF03326_clustal.fasta,0.865424,0.080745,0.053830,0.738428,0.947140,0.950730,0.825630,0.796411,69
RF03327,Clustal,RF03327_clustal.fasta,0.993902,0.003049,0.003049,0.990106,0.000000,1.000000,0.987654,0.987805,82
RF03329,Clustal,RF03329_clustal.fasta,0.924752,0.011881,0.063366,0.954459,1.000000,1.000000,0.972000,0.852475,101
RF03330,Clustal,RF03330_clustal.fasta,0.729032,0.159140,0.111828,0.494434,0.868500,0.906058,0.747826,0.595699,93
RF03349,Clustal,RF03349_clustal.fasta,0.793981,0.025463,0.180556,0.921152,0.954023,0.970037,0.934579,0.700617,108
RF03350,Clustal,RF03350_clustal.fasta,0.933333,0.061404,0.005263,0.818649,0.000000,0.981859,0.891844,0.891228,95
RF03354,Clustal,RF03354_clustal.fasta,0.827160,0.083951,0.088889,0.678840,1.000000,0.964442,0.885000,0.709877,81
RF03355,Clustal,RF03355_clustal.fasta,0.879310,0.103448,0.017241,0.725771,1.000000,0.932284,0.875000,0.806513,87
RF03357,Clustal,RF03357_clustal.fasta,0.983333,0.016667,0.000000,0.956291,0.000000,0.992025,0.966102,0.972222,60
RF03368,Clustal,RF03368_clustal.fasta,0.837500,0.125000,0.037500,0.614222,1.000000,0.951284,0.825397,0.740625,64
RF03369,Clustal,RF03369_clustal.fasta,0.955645,0.044355,0.000000,0.856064,0.000000,1.000000,0.913934,0.911290,62
RF03372,Clustal,RF03372_clustal.fasta,0.855882,0.117647,0.026471,0.661937,0.859117,0.926504,0.806548,0.752941,85
RF03374,Clustal,RF03374_clustal.fasta,0.784722,0.184028,0.031250,0.496074,0.866667,0.839943,0.753521,0.657407,72
RF03378,Clustal,RF03378_clustal.fasta,0.737124,0.182609,0.080268,0.340843,0.552026,0.937109,0.680027,0.629918,65
RF03379,Clustal,RF03379_clustal.fasta,0.882979,0.023404,0.093617,0.911529,0.968990,0.989961,0.922581,0.789362,94
RF03381,Clustal,RF03381_clustal.fasta,0.793249,0.177215,0.029536,0.504244,0.708114,0.904583,0.775641,0.708861,79
RF03386,Clustal,RF03386_clustal.fasta,0.696875,0.150000,0.153125,0.577757,0.922192,0.846812,0.731013,0.537500,80
RF03390,Clustal,RF03390_clustal.fasta,0.958904,0.037671,0.003425,0.886281,0.000000,0.993487,0.927083,0.922374,73
RF03392,Clustal,RF03392_clustal.fasta,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,84
RF03395,Clustal,RF03395_clustal.fasta,0.935606,0.053030,0.011364,0.835957,1.000000,0.970664,0.896154,0.883838,66
RF03400,Clustal,RF03400_clustal.fasta,0.886719,0.078125,0.035156,0.781403,1.000000,0.953300,0.876984,0.820312,64
RF03401,Clustal,RF03401_clustal.fasta,0.989726,0.006849,0.003425,0.977773,0.000000,1.000000,0.982639,0.979452,73
RF03402,Clustal,RF03402_clustal.fasta,0.833333,0.146520,0.020147,0.610090,1.000000,0.959335,0.749536,0.763736,78
RF03404,Clustal,RF03404_clustal.fasta,0.958333,0.028846,0.012821,0.895843,1.000000,0.995498,0.936354,0.932425,104
RF03405,Clustal,RF03405_clustal.fasta,0.972826,0.008152,0.019022,0.973545,1.000000,1.000000,0.983516,0.945652,92
RF03408,Clustal,RF03408_clustal.fasta,0.940171,0.051282,0.008547,0.832371,1.000000,0.993968,0.904762,0.894872,78
RF03410,Clustal,RF03410_clustal.fasta,0.982759,0.014368,0.002874,0.953375,0.000000,1.000000,0.968023,0.965517,87
RF03414,Clustal,RF03414_clustal.fasta,0.950000,0.038889,0.011111,0.863784,1.000000,0.984119,0.926966,0.912593,90
RF03419,Clustal,RF03419_clustal.fasta,0.582251,0.138528,0.279221,0.510398,0.913004,0.886972,0.791712,0.431818,132
RF03436,Clustal,RF03436_clustal.fasta,0.990169,0.009831,0.000000,0.960347,0.000000,1.000000,0.980114,0.981140,89
RF03442,Clustal,RF03442_clustal.fasta,0.923333,0.053333,0.023333,0.821192,0.691638,0.985373,0.884746,0.865000,60
RF03444,Clustal,RF03444_clustal.fasta,0.958791,0.030220,0.010989,0.911607,1.000000,0.989741,0.943370,0.923993,182
RF03445,Clustal,RF03445_clustal.fasta,0.906250,0.078125,0.015625,0.758999,0.211325,0.961649,0.869048,0.833333,64
RF03456,Clustal,RF03456_clustal.fasta,0.944672,0.043033,0.012295,0.878000,0.000000,0.967722,0.920833,0.922717,61
RF03458,Clustal,RF03458_clustal.fasta,0.990741,0.000000,0.009259,1.000000,1.000000,1.000000,0.997664,0.981481,108
RF03464,Clustal,RF03464_clustal.fasta,0.856790,0.051852,0.091358,0.838498,0.948290,0.983064,0.890000,0.751852,81
RF03469,Clustal,RF03469_clustal.fasta,0.975610,0.019164,0.005226,0.923111,1.000000,1.000000,0.962963,0.953542,82
RF03470,Clustal,RF03470_clustal.fasta,0.958824,0.041176,0.000000,0.873702,0.000000,0.994505,0.928571,0.921569,85
RF03471,Clustal,RF03471_clustal.fasta,0.688645,0.153846,0.157509,0.528697,1.000000,0.840854,0.731481,0.533333,91
